2T	Yobs	Ycalc	Yobs-Ycalc
12.562348	58.0	54.700367	-106.51944700000001
12.582349	52.0	55.933567	-113.75264700000001
12.602348	68.0	57.30515	-99.12423000000001
12.622349	58.0	58.67569	-110.49477000000002
12.642348	58.0	59.79463	-111.61371000000001
12.662349	62.0	60.316475	-108.13555500000001
12.682348	54.0	59.970245	-115.78932500000002
12.702349	68.0	58.862816	-100.68189600000002
12.722348	70.0	57.471348	-97.29042800000002
12.742349	70.0	56.28374	-96.10282000000001
12.762348	48.0	55.58065	-117.39973
12.782349	58.0	55.43864	-107.25772
12.802348	54.0	55.840687	-111.65976700000002
12.822349	82.0	56.762775	-84.58185500000002
12.842348	64.0	58.211872	-104.03095200000001
12.862349	56.0	60.23936	-114.05844000000002
12.882348	68.0	62.94499	-104.76407
12.9023485	64.0	66.4759	-112.29498000000001
12.922349	76.0	71.01582	-104.83490000000002
12.9423485	84.0	76.746124	-102.56520400000001
12.962349	66.0	83.747894	-127.56697400000002
12.982348	66.0	91.81749	-135.63657
13.002349	78.0	100.203995	-132.023075
13.022348	76.0	107.344406	-141.16348600000003
13.042349	84.0	110.821175	-136.64025500000002
13.062348	80.0	108.22582	-138.0449
13.082349	72.0	99.47985	-137.29893
13.102348	88.0	87.58351	-109.40259000000002
13.122349	46.0	75.966835	-139.78591500000002
13.142348	90.0	66.6711	-86.49018000000001
13.162349	56.0	60.101746	-113.920826
13.182348	52.0	55.761543	-113.58062300000002
13.202349	44.0	52.95827	-118.77735000000001
13.222348	48.0	51.114212	-112.93329200000002
13.242349	38.0	49.83949	-121.65857000000001
13.262348	50.0	48.903553	-108.72263300000002
13.282349	46.0	48.179447	-111.99852700000002
13.302348	38.0	47.597393	-119.41647300000001
13.322349	48.0	47.116623	-108.93570300000002
13.342348	42.0	46.71118	-114.53026000000001
13.362349	54.0	46.363316	-102.18239600000001
13.382348	52.0	46.06031	-103.87939000000001
13.4023485	42.0	45.792805	-113.61188500000002
13.422349	34.0	45.553772	-121.37285200000002
13.4423485	36.0	45.33785	-119.15693000000002
13.462349	60.0	45.140892	-94.95997200000002
13.482348	42.0	44.959644	-112.77872400000001
13.502349	44.0	44.79154	-110.61062000000001
13.522348	64.0	44.634506	-90.45358600000002
13.542349	44.0	44.486885	-110.30596500000001
13.562348	30.0	44.347313	-124.16639300000001
13.582349	36.0	44.214676	-118.03375600000001
13.602348	56.0	44.088043	-97.90712300000001
13.622349	50.0	43.966644	-103.78572400000002
13.642348	40.0	43.849827	-113.66890700000002
13.662349	46.0	43.73705	-107.55613000000002
13.682348	42.0	43.627842	-111.44692200000001
13.702349	42.0	43.521805	-111.34088500000001
13.722348	46.0	43.4186	-107.23768000000001
13.742349	46.0	43.31793	-107.13701
13.762348	50.0	43.219536	-103.03861600000002
13.782349	50.0	43.123203	-102.942283
13.802348	52.0	43.028736	-100.84781600000002
13.822349	52.0	42.935963	-100.75504300000001
13.842348	44.0	42.84473	-108.66381000000001
13.862349	52.0	42.754913	-100.57399300000002
13.882348	38.0	42.66639	-114.48547000000002
13.9023485	42.0	42.579052	-110.398132
13.922349	38.0	42.492817	-114.31189700000002
13.9423485	44.0	42.407593	-108.226673
13.962349	36.0	42.323315	-116.14239500000002
13.982348	48.0	42.239906	-104.058986
14.002349	32.0	42.15731	-119.97639000000001
14.022348	40.0	42.07547	-111.89455000000001
14.042349	44.0	41.99434	-107.81342000000001
14.062348	46.0	41.91387	-105.73295000000002
14.082349	36.0	41.83402	-115.65310000000002
14.102348	50.0	41.754745	-101.57382500000001
14.122349	40.0	41.67601	-111.49509
14.142348	40.0	41.59778	-111.41686000000001
14.162349	44.0	41.520008	-107.339088
14.182348	38.0	41.442665	-113.26174500000002
14.202349	42.0	41.365704	-109.18478400000001
14.222348	38.0	41.28908	-113.10816000000001
14.242349	30.0	41.21274	-121.03182000000001
14.262348	34.0	41.13661	-116.95569
14.282349	48.0	41.06058	-102.87966000000002
14.302348	42.0	40.984512	-108.80359200000001
14.322349	50.0	40.908157	-100.72723700000002
14.342348	44.0	40.830868	-106.64994800000002
14.362349	34.0	40.756187	-116.57526700000001
14.382348	34.0	40.682823	-116.50190300000001
14.4023485	44.0	40.60971	-106.42879000000002
14.422349	42.0	40.536827	-108.35590700000002
14.4423485	38.0	40.464146	-112.28322600000001
14.462349	42.0	40.39161	-108.21069000000001
14.482348	32.0	40.319183	-118.13826300000002
14.502349	44.0	40.246796	-106.06587600000002
14.522348	66.0	40.17436	-83.99344000000002
14.542349	48.0	40.10173	-101.92081000000002
14.562348	40.0	40.028683	-109.84776300000001
14.582349	44.0	39.954678	-105.77375800000002
14.602348	38.0	39.88226	-111.70134000000002
14.622349	50.0	39.80902	-99.62810000000002
14.642348	32.0	39.735302	-117.554382
14.662349	40.0	39.664505	-109.483585
14.682348	50.0	39.593235	-99.412315
14.702349	56.0	39.523056	-93.34213600000001
14.722348	42.0	39.45268	-107.27176000000001
14.742349	40.0	39.38195	-109.20103000000002
14.762348	36.0	39.310654	-113.12973400000001
14.782349	42.0	39.23847	-107.05755000000002
14.802348	42.0	39.164906	-106.98398600000002
14.822349	46.0	39.089172	-102.908252
14.842348	42.0	39.009857	-106.82893700000001
14.862349	50.0	38.923054	-98.74213400000002
14.882348	38.0	38.85058	-110.66966000000002
14.9023485	36.0	38.784782	-112.60386200000002
14.922349	36.0	38.719162	-112.53824200000001
14.9423485	38.0	38.653732	-110.472812
14.962349	36.0	38.588516	-112.40759600000001
14.982348	46.0	38.52356	-102.34264000000002
15.002349	34.0	38.458916	-114.27799600000002
15.022348	48.0	38.394672	-100.21375200000001
15.042349	34.0	38.33097	-114.15005000000002
15.062348	42.0	38.26806	-106.08714
15.082349	48.0	38.206608	-100.02568800000002
15.102348	36.0	38.14277	-111.96185000000001
15.122349	38.0	38.079536	-109.898616
15.142348	36.0	38.015408	-111.83448800000002
15.162349	38.0	37.95145	-109.77053000000001
15.182348	42.0	37.887676	-105.70675600000001
15.202349	38.0	37.824112	-109.64319200000001
15.222348	46.0	37.76079	-101.57987000000001
15.242349	28.0	37.697758	-119.516838
15.262348	48.0	37.63509	-99.45417
15.282349	42.0	37.5729	-105.39198000000002
15.302348	36.0	37.511402	-111.33048200000002
15.322349	32.0	37.45117	-115.27025
15.342348	36.0	37.388935	-111.20801500000002
15.362349	50.0	37.327232	-97.14631200000002
15.382348	36.0	37.26478	-111.08386000000002
15.4023485	22.0	37.202465	-125.021545
15.422349	44.0	37.140305	-102.95938500000001
15.4423485	36.0	37.078293	-110.89737300000002
15.462349	24.0	37.016434	-122.83551400000002
15.482348	38.0	36.954735	-108.77381500000001
15.502349	40.0	36.8932	-106.71228000000002
15.522348	34.0	36.831837	-112.65091700000002
15.542349	40.0	36.77065	-106.58973000000002
15.562348	40.0	36.709652	-106.52873200000002
15.582349	34.0	36.648853	-112.46793300000002
15.602348	36.0	36.588272	-110.40735200000002
15.622349	36.0	36.52794	-110.34702000000001
15.642348	32.0	36.467873	-114.28695300000001
15.662349	32.0	36.408127	-114.22720700000002
15.682348	46.0	36.34876	-100.16784000000001
15.702349	36.0	36.28986	-110.10894000000002
15.722348	36.0	36.23156	-110.05064000000002
15.742349	42.0	36.174084	-103.99316400000001
15.762348	42.0	36.117817	-103.93689700000002
15.782349	30.0	36.063847	-115.88292700000002
15.802348	36.0	36.006153	-109.82523300000001
15.822349	38.0	35.949406	-107.76848600000002
15.842348	32.0	35.891247	-113.710327
15.862349	28.0	35.833324	-117.65240400000002
15.882348	30.0	35.775646	-115.59472600000001
15.9023485	30.0	35.718227	-115.53730700000001
15.922349	42.0	35.661076	-103.48015600000002
15.9423485	34.0	35.604202	-111.42328200000001
15.962349	28.0	35.547623	-117.36670300000002
15.982348	32.0	35.491352	-113.31043200000002
16.002348	28.0	35.435406	-117.25448600000001
16.022348	38.0	35.379803	-107.19888300000002
16.042349	32.0	35.324562	-113.14364200000001
16.06235	44.0	35.269714	-101.08879400000001
16.082348	34.0	35.21528	-111.03436000000002
16.102348	28.0	35.161293	-116.98037300000001
16.122349	38.0	35.107784	-106.92686400000002
16.14235	44.0	35.0548	-100.87388000000001
16.162348	48.0	35.002384	-96.82146400000002
16.182348	32.0	34.95075	-112.76983000000001
16.202349	44.0	34.89968	-100.71876
16.22235	38.0	34.84942	-106.66850000000002
16.242348	38.0	34.79985	-106.61893
16.262348	42.0	34.75123	-102.57031
16.282349	36.0	34.703598	-108.52267800000001
16.30235	34.0	34.65718	-110.47626000000001
16.322348	50.0	34.61219	-94.43127000000001
16.342348	28.0	34.568928	-116.38800800000001
16.362349	38.0	34.527805	-106.34688500000001
16.382349	38.0	34.489353	-106.30843300000001
16.402348	26.0	34.45422	-118.2733
16.422348	32.0	34.42305	-112.24213000000002
16.442348	36.0	34.396324	-108.215404
16.462349	32.0	34.374397	-112.19347700000002
16.48235	30.0	34.357807	-114.17688700000002
16.502348	26.0	34.347466	-118.16654600000001
16.522348	22.0	34.344154	-122.16323400000002
16.542349	28.0	34.34992	-116.16900000000001
16.56235	32.0	34.36674	-112.18582
16.582348	44.0	34.39746	-100.21654000000001
16.602348	40.0	34.445488	-104.26456800000001
16.622349	28.0	34.515133	-116.334213
16.64235	32.0	34.61182	-112.43090000000001
16.662348	26.0	34.74237	-118.56145000000001
16.682348	32.0	34.915264	-112.73434400000002
16.702349	24.0	35.14119	-120.96027000000001
16.72235	30.0	35.434067	-115.25314700000001
16.742348	30.0	35.812237	-115.63131700000002
16.762348	44.0	36.29972	-102.11880000000002
16.782349	28.0	36.927116	-118.74619600000001
16.80235	34.0	37.73041	-113.54949000000002
16.822348	38.0	38.744408	-110.563488
16.842348	34.0	39.986137	-115.80521700000001
16.862349	38.0	41.42523	-113.24431000000001
16.882349	32.0	42.944004	-120.76308400000002
16.902348	40.0	44.29879	-114.11787000000001
16.922348	48.0	45.115772	-106.934852
16.942348	46.0	45.02556	-108.84464000000001
16.962349	44.0	44.00803	-109.82711
16.98235	34.0	42.486073	-118.30515300000002
17.002348	40.0	40.944527	-110.76360700000001
17.022348	48.0	39.74982	-101.56890000000001
17.042349	30.0	39.092678	-118.91175800000002
17.06235	44.0	38.988533	-104.807613
17.082348	46.0	39.36331	-103.18239000000001
17.102348	30.0	40.10286	-119.92194
17.122349	32.0	41.048664	-118.86774400000002
17.14235	44.0	41.967766	-107.78684600000001
17.162348	38.0	42.532475	-114.35155500000002
17.182348	40.0	42.390182	-112.20926200000002
17.202349	36.0	41.422123	-115.24120300000001
17.22235	36.0	39.909557	-113.72863700000002
17.242348	36.0	38.251556	-112.07063600000001
17.262348	38.0	36.759106	-108.57818600000002
17.282349	28.0	35.60934	-117.42842000000002
17.30235	34.0	34.823643	-110.64272300000002
17.322348	42.0	34.338867	-102.15794700000001
17.342348	40.0	34.077015	-103.89609500000002
17.362349	32.0	33.97593	-111.79501000000002
17.382349	42.0	33.99691	-101.81599000000001
17.402348	34.0	34.1224	-109.94148000000001
17.422348	22.0	34.35092	-122.17000000000002
17.442348	38.0	34.693016	-106.51209600000001
17.462349	38.0	35.16935	-106.98843000000002
17.48235	42.0	35.810753	-103.62983300000002
17.502348	26.0	36.65881	-120.47789000000002
17.522348	40.0	37.764328	-107.58340800000002
17.542349	40.0	39.17851	-108.99759000000002
17.56235	44.0	40.929867	-106.74894700000002
17.582348	44.0	42.98166	-108.80074000000002
17.602348	34.0	45.172634	-120.99171400000002
17.622349	50.0	47.15592	-106.97500000000002
17.64235	50.0	48.376972	-108.19605200000001
17.662348	48.0	48.226353	-110.04543300000002
17.682348	52.0	46.528637	-104.34771700000002
17.702349	42.0	43.817703	-111.63678300000001
17.72235	38.0	40.807407	-112.62648700000001
17.742348	28.0	38.049786	-119.86886600000001
17.762348	34.0	35.864517	-111.68359700000002
17.782349	28.0	34.296307	-116.11538700000001
17.80235	28.0	33.22889	-115.04797000000002
17.822348	34.0	32.512264	-108.33134400000002
17.842348	44.0	32.021503	-97.84058300000001
17.862349	42.0	31.669052	-99.48813200000001
17.882349	44.0	31.400688	-97.21976800000002
17.902348	32.0	31.1853	-109.00438000000001
17.922348	32.0	31.005417	-108.82449700000001
17.942348	26.0	30.850868	-114.669948
17.962349	28.0	30.71528	-112.53436000000002
17.98235	34.0	30.594355	-106.41343500000002
18.002348	26.0	30.485035	-114.30411500000001
18.022348	40.0	30.385178	-100.20425800000001
18.042349	36.0	30.292316	-104.11139600000001
18.06235	32.0	30.205683	-108.02476300000001
18.082348	30.0	30.123953	-109.94303300000001
18.102348	34.0	30.046509	-105.86558900000001
18.122349	38.0	29.972708	-101.79178800000001
18.14235	26.0	29.902044	-113.72112400000002
18.162348	20.0	29.83414	-119.65322000000002
18.182348	28.0	29.768456	-111.58753600000001
18.202349	36.0	29.704866	-103.52394600000001
18.22235	22.0	29.643185	-117.46226500000002
18.242348	26.0	29.583181	-113.40226100000001
18.262348	42.0	29.524845	-97.34392500000001
18.282349	28.0	29.468357	-111.28743700000001
18.30235	42.0	29.411985	-97.23106500000002
18.322348	26.0	29.356789	-113.175869
18.342348	32.0	29.302814	-107.12189400000001
18.362349	26.0	29.249374	-113.06845400000002
18.382349	42.0	29.19686	-97.01594000000001
18.402348	34.0	29.145247	-104.96432700000001
18.422348	34.0	29.094522	-104.91360200000001
18.442348	24.0	29.044687	-114.86376700000001
18.462349	38.0	28.99575	-100.81483000000001
18.48235	24.0	28.947744	-114.76682400000001
18.502348	26.0	28.900682	-112.71976200000002
18.522348	28.0	28.854614	-110.67369400000001
18.542349	34.0	28.8096	-104.62868000000002
18.56235	36.0	28.76574	-102.58482000000001
18.582348	26.0	28.723164	-112.54224400000001
18.602348	44.0	28.682053	-94.50113300000001
18.622349	34.0	28.642635	-104.46171500000001
18.64235	26.0	28.605204	-112.42428400000001
18.662348	34.0	28.570135	-104.38921500000001
18.682348	28.0	28.53791	-110.35699000000001
18.702349	32.0	28.509148	-106.32822800000001
18.72235	34.0	28.484623	-104.30370300000001
18.742348	26.0	28.465292	-112.28437200000002
18.762348	32.0	28.452261	-106.271341
18.782349	34.0	28.446733	-104.26581300000001
18.80235	24.0	28.449806	-114.26888600000001
18.822348	36.0	28.46177	-102.28085000000002
18.842348	38.0	28.487417	-100.30649700000001
18.862349	28.0	28.522997	-110.34207700000002
18.882349	32.0	28.568213	-106.38729300000001
18.902348	30.0	28.618	-108.43708000000001
18.922348	26.0	28.666332	-112.48541200000001
18.942348	30.0	28.705578	-108.52465800000002
18.962349	30.0	28.728762	-108.54784200000002
18.98235	34.0	28.73744	-104.55652
19.002348	28.0	28.69997	-110.51905000000002
19.022348	28.0	28.652609	-110.47168900000001
19.042349	26.0	28.596226	-112.41530600000002
19.06235	30.0	28.552902	-108.37198200000002
19.082348	30.0	28.531763	-108.35084300000001
19.102348	18.0	28.541079	-120.36015900000001
19.122349	28.0	28.577974	-110.39705400000001
19.14235	24.0	28.641497	-114.46057700000001
19.162348	38.0	28.728443	-100.54752300000001
19.182348	30.0	28.834011	-108.65309100000002
19.202349	30.0	28.94741	-108.76649000000002
19.22235	38.0	29.051598	-100.87067800000001
19.242348	36.0	29.123806	-102.94288600000002
19.262348	24.0	29.140154	-114.95923400000001
19.282349	32.0	29.0857	-106.90478000000002
19.30235	22.0	28.96416	-116.78324
19.322348	34.0	28.797266	-104.61634600000002
19.342348	26.0	28.614548	-112.43362800000001
19.362349	18.0	28.444397	-120.26347700000001
19.382349	26.0	28.30918	-112.12826000000001
19.402348	30.0	28.223362	-108.04244200000002
19.422348	32.0	28.194946	-106.01402600000002
19.442348	28.0	28.22858	-110.04766000000001
19.462349	24.0	28.328526	-114.14760600000001
19.48235	28.0	28.501099	-110.32017900000001
19.502348	36.0	28.756567	-102.57564700000002
19.522348	28.0	29.110174	-110.92925400000001
19.542349	30.0	29.581156	-109.400236
19.56235	32.0	30.18707	-108.00615000000002
19.582348	30.0	30.941504	-110.76058400000001
19.602348	32.0	31.815224	-109.63430400000001
19.622349	34.0	32.731922	-108.55100200000001
19.64235	34.0	33.533596	-109.35267600000002
19.662348	32.0	33.986397	-111.80547700000001
19.682348	30.0	33.86388	-113.68296000000001
19.702349	26.0	33.151775	-116.97085500000001
19.72235	26.0	32.091763	-115.91084300000001
19.742348	32.0	30.927656	-108.74673600000001
19.762348	28.0	29.86687	-111.68595000000002
19.782349	36.0	29.04273	-102.86181000000002
19.80235	30.0	28.48255	-108.30163000000002
19.822348	30.0	28.157854	-107.97693400000001
19.842348	30.0	28.018118	-107.83719800000001
19.862349	32.0	28.015812	-105.83489200000001
19.882349	24.0	28.108675	-113.92775500000002
19.902348	22.0	28.252745	-116.07182500000002
19.922348	28.0	28.392714	-110.21179400000001
19.942348	18.0	28.457245	-120.27632500000001
19.962349	22.0	28.376772	-116.19585200000002
19.98235	22.0	28.136946	-115.95602600000001
20.002348	30.0	27.79735	-107.61643000000001
20.022348	24.0	27.428383	-113.24746300000001
20.042349	14.0	27.083921	-122.90300100000002
20.06235	30.0	26.800737	-106.61981700000001
20.082348	24.0	26.589792	-112.40887200000002
20.102348	24.0	26.4419	-112.26098000000002
20.122349	32.0	26.34168	-104.16076000000001
20.14235	36.0	26.274958	-100.09403800000001
20.162348	20.0	26.23126	-116.05034
20.182348	24.0	26.203888	-112.02296800000002
20.202349	22.0	26.18907	-114.00815000000001
20.22235	22.0	26.184984	-114.00406400000001
20.242348	26.0	26.191029	-110.01010900000001
20.262348	20.0	26.207403	-116.02648300000001
20.282349	22.0	26.234964	-114.05404400000002
20.30235	26.0	26.275276	-110.09435600000002
20.322348	30.0	26.330748	-106.14982800000001
20.342348	26.0	26.404802	-110.22388200000002
20.362349	22.0	26.501966	-114.32104600000001
20.382349	34.0	26.627687	-102.44676700000002
20.402348	22.0	26.78759	-114.60667000000001
20.422348	30.0	26.986221	-106.80530100000001
20.442348	30.0	27.226128	-107.04520800000002
20.462349	28.0	27.511501	-109.33058100000001
20.48235	32.0	27.847616	-105.66669600000002
20.502348	34.0	28.240458	-104.05953800000002
20.522348	30.0	28.697336	-108.51641600000002
20.542349	30.0	29.225977	-109.04505700000001
20.56235	28.0	29.834337	-111.65341700000002
20.582348	30.0	30.531092	-110.35017200000001
20.602348	36.0	31.327808	-105.14688800000002
20.622349	32.0	32.24407	-110.06315000000001
20.64235	32.0	33.31885	-111.13793000000001
20.662348	42.0	34.574738	-102.39381800000001
20.682348	38.0	36.10665	-107.92573000000002
20.702349	52.0	38.013535	-95.832615
20.72235	40.0	40.403187	-110.22226700000002
20.742348	48.0	43.433743	-105.252823
20.762348	44.0	47.29684	-113.11592000000002
20.782349	46.0	52.232998	-116.05207800000002
20.80235	64.0	58.5241	-104.34318000000002
20.822348	74.0	66.443184	-102.26226400000002
20.842348	74.0	76.13029	-111.94937000000002
20.862349	50.0	87.378944	-147.19802400000003
20.882349	90.0	99.35593	-119.17501000000001
20.902348	88.0	110.323906	-132.142986
20.922348	84.0	117.55681	-143.37589000000003
20.942348	94.0	118.10314	-133.92222
20.962349	92.0	111.099785	-128.918865
20.98235	98.0	98.99297	-110.81205000000001
21.002348	82.0	84.92999	-112.74907000000002
21.022348	62.0	71.250084	-119.06916400000001
21.042349	60.0	59.75807	-109.57715000000002
21.06235	44.0	51.219803	-117.03888300000001
21.082348	40.0	45.398335	-115.21741500000002
21.102348	40.0	41.636066	-111.45514600000001
21.122349	42.0	39.24238	-107.06146000000001
21.14235	32.0	37.644493	-115.46357300000001
21.162348	30.0	36.425888	-116.24496800000001
21.182348	30.0	35.326096	-115.14517600000002
21.202349	36.0	34.226437	-108.04551700000002
21.22235	40.0	33.113712	-102.932792
21.242348	26.0	32.02828	-115.84736000000001
21.262348	32.0	31.025242	-108.844322
21.282349	24.0	30.153942	-115.97302200000001
21.30235	30.0	29.446407	-109.26548700000001
21.322348	32.0	28.915157	-106.73423700000001
21.342348	22.0	28.558662	-116.37774200000001
21.362349	26.0	28.368587	-112.18766700000002
21.382349	26.0	28.335745	-112.15482500000002
21.402348	16.0	28.454407	-122.27348700000002
21.422348	34.0	28.725096	-104.54417600000002
21.442348	18.0	29.157295	-120.97637500000002
21.462349	34.0	29.770966	-105.59004600000002
21.48235	28.0	30.59875	-112.41783000000001
21.502348	34.0	31.689137	-107.50821700000002
21.522348	34.0	33.11018	-108.92926000000001
21.542349	48.0	34.952938	-96.77201800000002
21.56235	30.0	37.329723	-117.14880300000002
21.582348	42.0	40.357826	-108.17690600000002
21.602348	36.0	44.116074	-117.93515400000001
21.622349	64.0	48.56563	-94.38471000000001
21.64235	56.0	53.440094	-107.25917400000002
21.662348	50.0	58.132267	-117.95134700000001
21.682348	58.0	61.61529	-113.43437000000002
21.702349	58.0	62.62659	-114.44567
21.72235	56.0	60.45669	-114.27577000000002
21.742348	58.0	55.7795	-107.59858000000001
21.762348	42.0	49.9194	-117.73848000000001
21.782349	48.0	43.887142	-105.70622200000001
21.80235	30.0	38.48633	-118.30541000000002
21.822348	46.0	34.21769	-98.03677000000002
21.842348	32.0	31.130428	-108.94950800000001
21.862349	36.0	29.013315	-102.83239500000002
21.882349	26.0	27.597185	-111.41626500000001
21.902348	36.0	26.648537	-100.46761700000002
21.922348	24.0	25.996704	-111.81578400000001
21.942348	28.0	25.531685	-107.35076500000001
21.962349	22.0	25.186699	-113.00577900000002
21.98235	24.0	24.924007	-110.74308700000002
22.002348	38.0	24.722664	-96.54174400000002
22.022348	20.0	24.57028	-114.38936000000001
22.042349	20.0	24.459965	-114.27904500000001
22.06235	22.0	24.388266	-112.20734600000002
22.082348	30.0	24.354097	-104.17317700000001
22.102348	24.0	24.358639	-110.17771900000001
22.122349	28.0	24.402534	-106.22161400000002
22.14235	18.0	24.48614	-116.30522000000002
22.162348	22.0	24.609007	-112.428087
22.182348	22.0	24.772423	-112.59150300000002
22.202349	30.0	24.979918	-104.79899800000001
22.22235	16.0	25.237247	-119.05632700000001
22.242348	16.0	25.552986	-119.37206600000002
22.262348	32.0	25.938822	-103.75790200000002
22.282349	34.0	26.409704	-102.22878400000002
22.30235	26.0	26.984371	-110.80345100000001
22.322348	32.0	27.686268	-105.50534800000001
22.342348	32.0	28.5449	-106.36398000000001
22.362349	26.0	29.597574	-113.41665400000002
