2T	Yobs	Ycalc	Yobs-Ycalc
12.801899	98.0	117.60074	-248.92481999999998
12.821899	100.0	116.787254	-246.111334
12.841899	112.0	117.2882	-234.61228
12.861899	98.0	119.34407	-250.66814999999997
12.881899	80.0	123.2524	-272.57647999999995
12.901899	120.0	129.39476	-238.71883999999997
12.921899	108.0	138.24884	-259.57291999999995
12.941899	122.0	150.34221	-257.66629
12.961899	124.0	166.04622	-271.3703
12.981899	136.0	185.06721	-278.39128999999997
13.001899	170.0	205.57547	-264.89955
13.021899	166.0	223.18385	-286.50793
13.041899	158.0	230.56808	-301.89216
13.061899	168.0	220.41826	-281.74234
13.081899	136.0	193.94852	-287.2726
13.101899	126.0	161.4449	-264.76897999999994
13.121899	88.0	132.28265	-273.60672999999997
13.141899	76.0	110.843376	-264.167456
13.161899	86.0	96.78512	-240.1092
13.181899	98.0	87.96955	-219.29362999999998
13.201899	76.0	82.37246	-235.69653999999997
13.221899	92.0	78.6149	-215.93898
13.2418995	74.0	75.90683	-231.23091
13.261899	78.0	73.83485	-225.15893
13.281899	62.0	72.18269	-239.50676999999996
13.301899	60.0	70.82793	-240.15200999999996
13.321899	76.0	69.69374	-223.01781999999997
13.341899	74.0	68.728096	-224.05217599999997
13.361899	64.0	67.89409	-233.21817
13.381899	66.0	67.16477	-230.48884999999999
13.401899	94.0	66.52006	-201.84413999999998
13.421899	76.0	65.94466	-219.26873999999998
13.441899	64.0	65.426765	-230.75084499999997
13.461899	54.0	64.9571	-240.28117999999998
13.481899	56.0	64.5283	-237.85237999999998
13.501899	60.0	64.13443	-233.45851
13.521899	58.0	63.770657	-235.09473699999998
13.541899	76.0	63.433006	-216.757086
13.561899	80.0	63.118183	-212.44226299999997
13.581899	66.0	62.82343	-226.14750999999998
13.601899	60.0	62.54641	-231.87049
13.621899	48.0	62.285145	-243.60922499999998
13.641899	74.0	62.03795	-217.36202999999998
13.661899	58.0	61.80336	-233.12743999999998
13.681899	60.0	61.58012	-230.90419999999997
13.701899	58.0	61.36713	-232.69120999999998
13.721899	72.0	61.163433	-218.48751299999998
13.7418995	80.0	60.968185	-210.292265
13.761899	72.0	60.780647	-218.10472699999997
13.781899	64.0	60.600163	-225.924243
13.801899	64.0	60.426144	-225.75022399999997
13.821899	70.0	60.25807	-219.58214999999998
13.841899	62.0	60.09548	-227.41956
13.861899	66.0	59.937954	-223.26203399999997
13.881899	68.0	59.785114	-221.10919399999997
13.901899	60.0	59.636623	-228.96070299999997
13.921899	68.0	59.492172	-220.81625199999996
13.941899	58.0	59.35148	-230.67556
13.961899	52.0	59.2143	-236.53838
13.981899	56.0	59.080395	-232.404475
14.001899	64.0	58.94956	-224.27363999999997
14.021899	60.0	58.821598	-228.14567799999998
14.041899	66.0	58.696335	-222.02041499999999
14.061899	60.0	58.573612	-227.89769199999998
14.081899	54.0	58.453274	-233.77735399999997
14.101899	64.0	58.335186	-223.65926599999997
14.121899	52.0	58.21922	-235.5433
14.141899	60.0	58.105263	-227.429343
14.161899	54.0	57.993206	-233.31728599999997
14.181899	58.0	57.882908	-229.20698799999997
14.201899	58.0	57.774303	-229.09838299999998
14.221899	50.0	57.667294	-236.99137399999998
14.2418995	62.0	57.561802	-224.88588199999998
14.261899	50.0	57.45775	-236.78182999999999
14.281899	56.0	57.355057	-230.67913699999997
14.301899	60.0	57.253654	-226.57773399999996
14.321899	58.0	57.15346	-228.47753999999998
14.341899	60.0	57.05441	-226.37848999999997
14.361899	64.0	56.95642	-222.2805
14.381899	56.0	56.85942	-230.18349999999998
14.401899	62.0	56.76332	-224.08739999999997
14.421899	62.0	56.668026	-223.99210599999998
14.441899	52.0	56.57343	-233.89750999999998
14.461899	42.0	56.47939	-243.80346999999998
14.481899	78.0	56.38575	-207.70982999999998
14.501899	64.0	56.292294	-221.61637399999998
14.521899	38.0	56.198742	-247.522822
14.541899	56.0	56.104702	-229.42878199999998
14.561899	58.0	56.00964	-227.33371999999997
14.581899	50.0	55.912773	-235.236853
14.601899	50.0	55.81291	-235.13698999999997
14.621899	52.0	55.70816	-233.03223999999997
14.641899	54.0	55.595177	-230.919257
14.661899	40.0	55.464664	-244.78874399999998
14.681899	46.0	55.374363	-238.698443
14.701899	58.0	55.27831	-226.60238999999999
14.721899	52.0	55.198986	-232.52306599999997
14.7418995	60.0	55.12011	-224.44419
14.761899	60.0	55.04166	-224.36574
14.781899	60.0	54.96363	-224.28770999999998
14.801899	54.0	54.88601	-230.21008999999998
14.821899	60.0	54.808792	-224.13287199999996
14.841899	66.0	54.73197	-218.05604999999997
14.861899	50.0	54.655533	-233.97961299999997
14.881899	62.0	54.57947	-221.90355
14.901899	58.0	54.50378	-225.82786
14.921899	52.0	54.42845	-231.75252999999998
14.941899	54.0	54.35348	-229.67755999999997
14.961899	56.0	54.278866	-227.60294599999997
14.981899	52.0	54.204597	-231.528677
15.001899	56.0	54.130676	-227.45475599999997
15.021899	54.0	54.057102	-229.38118199999997
15.041899	68.0	53.98387	-215.30794999999998
15.061899	50.0	53.911003	-233.23508299999997
15.081899	48.0	53.838497	-235.16257699999997
15.101899	68.0	53.766365	-215.090445
15.121899	46.0	53.694633	-237.018713
15.141899	52.0	53.623325	-230.94740499999997
15.161899	48.0	53.552486	-234.87656599999997
15.181899	60.0	53.482185	-222.806265
15.201899	56.0	53.412518	-226.736598
15.221899	64.0	53.34362	-218.66769999999997
15.2418995	48.0	53.27572	-234.5998
15.261899	44.0	53.20916	-238.53323999999998
15.281899	50.0	53.14458	-232.46865999999997
15.301899	58.0	53.083714	-224.40779399999997
15.321899	52.0	53.016766	-230.34084599999997
15.341899	54.0	52.95134	-228.27542
15.361899	48.0	52.883606	-234.20768599999997
15.381899	68.0	52.81627	-214.14034999999998
15.401899	44.0	52.74937	-238.07344999999998
15.421899	70.0	52.682976	-212.00705599999998
15.441899	34.0	52.617165	-247.94124499999998
15.461899	66.0	52.55207	-215.87615
15.481899	50.0	52.487896	-231.811976
15.501899	62.0	52.42496	-219.74903999999998
15.521899	46.0	52.36384	-235.68792
15.541899	52.0	52.306152	-229.63023199999998
15.561899	52.0	52.242897	-229.56697699999998
15.581899	46.0	52.181038	-235.50511799999998
15.601899	46.0	52.117043	-235.44112299999998
15.621899	54.0	52.053368	-227.377448
15.641899	50.0	51.990017	-231.31409699999998
15.661899	48.0	51.927006	-233.251086
15.681899	52.0	51.864334	-229.18841399999997
15.701899	46.0	51.802017	-235.126097
15.721899	58.0	51.74007	-223.06414999999998
15.7418995	46.0	51.678513	-235.002593
15.761899	44.0	51.61736	-236.94143999999997
15.781899	40.0	51.55664	-240.88072
15.801899	50.0	51.49639	-230.82046999999997
15.821899	58.0	51.43665	-222.76072999999997
15.841899	56.0	51.37747	-224.70155
15.861899	58.0	51.318924	-222.643004
15.881899	54.0	51.261112	-226.58519199999998
15.901899	60.0	51.204163	-220.52824299999997
15.921899	54.0	51.14826	-226.47233999999997
15.941899	46.0	51.093666	-234.41774599999997
15.961899	46.0	51.04078	-234.36485999999996
15.981899	42.0	50.990223	-238.314303
16.0019	38.0	50.943115	-242.267195
16.021898	40.0	50.902607	-240.22668699999997
16.041899	48.0	50.85174	-232.17582
16.0619	50.0	50.80368	-230.12775999999997
16.0819	44.0	50.751816	-236.07589599999997
16.101898	52.0	50.7008	-228.02488
16.121899	44.0	50.650707	-235.974787
16.1419	42.0	50.601616	-237.925696
16.1619	56.0	50.55361	-223.87768999999997
16.181898	46.0	50.507114	-233.83119399999998
16.201899	46.0	50.46167	-233.78574999999998
16.221899	56.0	50.41769	-223.74176999999997
16.2419	42.0	50.37535	-237.69942999999998
16.2619	46.0	50.334866	-233.658946
16.281898	50.0	50.296486	-229.620566
16.301899	50.0	50.260555	-229.584635
16.3219	44.0	50.22754	-235.55161999999999
16.3419	50.0	50.19811	-229.52218999999997
16.361898	56.0	50.17322	-223.4973
16.381899	48.0	50.154198	-231.478278
16.4019	44.0	50.14265	-235.46672999999998
16.4219	44.0	50.140045	-235.46412499999997
16.441898	46.0	50.147068	-233.47114799999997
16.461899	52.0	50.164104	-227.488184
16.4819	54.0	50.19223	-225.51630999999998
16.5019	46.0	50.233387	-233.55746699999997
16.521898	54.0	50.29053	-225.61460999999997
16.541899	54.0	50.367645	-225.691725
16.5619	40.0	50.469707	-239.79378699999998
16.5819	52.0	50.60294	-227.92701999999997
16.601898	36.0	50.775204	-244.09928399999998
16.621899	50.0	50.996517	-230.32059699999996
16.6419	48.0	51.279625	-232.603705
16.6619	46.0	51.640503	-234.96458299999998
16.681898	60.0	52.098713	-221.42279299999998
16.701899	40.0	52.678772	-242.002852
16.721899	42.0	53.412975	-240.737055
16.7419	62.0	54.344147	-221.66822699999997
16.7619	44.0	55.529	-240.85307999999998
16.781898	54.0	57.041843	-232.36592299999998
16.801899	62.0	58.975925	-226.30000499999997
16.8219	62.0	61.433865	-228.75794499999998
16.8419	54.0	64.48929	-239.81336999999996
16.861898	56.0	68.09839	-241.42246999999998
16.881899	74.0	71.9577	-227.28177999999997
16.9019	62.0	75.3447	-242.66877999999997
16.9219	70.0	77.07736	-236.40143999999998
16.941898	82.0	76.087234	-223.41131399999998
16.961899	60.0	72.774895	-242.098975
16.9819	76.0	68.67368	-221.99775999999997
17.0019	50.0	65.0045	-244.32858
17.021898	68.0	62.58761	-223.91168999999996
17.041899	52.0	61.66381	-238.98789
17.0619	38.0	62.07591	-253.39998999999997
17.0819	54.0	63.595905	-238.919985
17.101898	56.0	65.98529	-239.30937
17.121899	70.0	68.89667	-228.22074999999998
17.1419	82.0	71.70862	-219.03269999999998
17.1619	66.0	73.39655	-236.72062999999997
17.181898	76.0	72.79437	-226.11845
17.201899	60.0	69.73019	-239.05426999999997
17.221899	66.0	65.42828	-228.75235999999998
17.2419	40.0	61.076103	-250.40018299999997
17.2619	64.0	57.484653	-222.808733
17.281898	46.0	54.99411	-238.31819
17.301899	48.0	53.47375	-234.79782999999998
17.3219	44.0	52.650906	-237.97498599999997
17.3419	38.0	52.29512	-243.61919999999998
17.361898	54.0	52.26037	-227.58444999999998
17.381899	66.0	52.474277	-215.79835699999998
17.4019	50.0	52.91524	-232.23931999999996
17.4219	42.0	53.5943	-240.91837999999998
17.441898	58.0	54.545986	-225.87006599999998
17.461899	58.0	55.82644	-227.15051999999997
17.4819	66.0	57.51599	-220.84006999999997
17.5019	66.0	59.72465	-223.04872999999998
17.521898	62.0	62.59506	-229.91913999999997
17.541899	70.0	66.290855	-225.61493499999997
17.5619	58.0	70.94214	-242.26621999999998
17.5819	52.0	76.51184	-253.83592
17.601898	70.0	82.56999	-241.89407
17.621899	80.0	88.02245	-237.34652999999997
17.6419	84.0	90.97122	-236.2953
17.6619	92.0	89.40981	-226.73388999999997
17.681898	74.0	83.44756	-238.77164
17.701899	72.0	75.469696	-232.79377599999998
17.721899	62.0	67.48895	-234.81302999999997
17.7419	52.0	60.886833	-238.21091299999998
17.7619	48.0	56.197105	-237.52118499999997
17.781898	58.0	53.13727	-224.46134999999998
17.801899	54.0	51.196533	-226.52061299999997
17.8219	48.0	49.94328	-231.26736
17.8419	36.0	49.09001	-242.41409
17.861898	46.0	48.46981	-231.79388999999998
17.881899	36.0	47.992798	-241.31687799999997
17.9019	64.0	47.610565	-212.934645
17.9219	48.0	47.295128	-228.619208
17.941898	42.0	47.028576	-234.35265599999997
17.961899	42.0	46.79855	-234.12263
17.9819	38.0	46.59587	-237.91994999999997
18.0019	40.0	46.413532	-235.73761199999998
18.021898	30.0	46.234467	-245.55854699999998
18.041899	44.0	46.089508	-231.41358799999998
18.0619	42.0	45.96383	-233.28790999999998
18.0819	40.0	45.84835	-235.17243
18.101898	42.0	45.741417	-233.065497
18.121899	54.0	45.6417	-220.96578
18.1419	38.0	45.54814	-236.87221999999997
18.1619	50.0	45.45988	-224.78395999999998
18.181898	36.0	45.376225	-238.700305
18.201899	56.0	45.29662	-218.62069999999997
18.221899	42.0	45.220623	-232.54470299999997
18.2419	40.0	45.14791	-234.47198999999998
18.2619	40.0	45.078304	-234.40238399999998
18.281898	54.0	45.012077	-220.336157
18.301899	48.0	44.946186	-226.270266
18.3219	42.0	44.88254	-232.20662
18.3419	44.0	44.819862	-230.14394199999998
18.361898	48.0	44.758705	-226.08278499999997
18.381899	44.0	44.698925	-230.02300499999998
18.4019	50.0	44.64038	-223.96445999999997
18.4219	42.0	44.582935	-231.90701499999997
18.441898	38.0	44.526466	-235.85054599999998
18.461899	38.0	44.470833	-235.79491299999998
18.4819	44.0	44.415894	-229.739974
18.5019	48.0	44.36146	-225.68553999999997
18.521898	38.0	44.307297	-235.631377
18.541899	50.0	44.253036	-223.577116
18.5619	38.0	44.198036	-235.52211599999998
18.5819	38.0	44.14016	-235.46424
18.601898	42.0	44.090103	-231.41418299999998
18.621899	36.0	44.03945	-237.36352999999997
18.6419	40.0	43.992393	-233.31647299999997
18.6619	72.0	43.945957	-201.27003699999997
18.681898	34.0	43.900112	-239.224192
18.701899	38.0	43.854836	-235.178916
18.721899	44.0	43.8101	-229.13418
18.7419	38.0	43.76593	-235.09000999999998
18.7619	38.0	43.722218	-235.04629799999998
18.781898	50.0	43.67886	-223.00293999999997
18.801899	42.0	43.635674	-230.95975399999998
18.8219	38.0	43.592186	-234.91626599999998
18.8419	34.0	43.546604	-238.87068399999998
18.861898	44.0	43.50887	-228.83294999999998
18.881899	48.0	43.471584	-224.795664
18.9019	30.0	43.4389	-242.76297999999997
18.9219	50.0	43.408516	-222.73259599999997
18.941898	30.0	43.380928	-242.70500799999996
18.961899	56.0	43.356792	-216.68087199999997
18.9819	50.0	43.33697	-222.66105
19.0019	42.0	43.322533	-230.64661299999997
19.021898	46.0	43.314648	-226.638728
19.041899	38.0	43.31414	-234.63822
19.0619	42.0	43.320602	-230.644682
19.0819	30.0	43.33109	-242.65517
19.101898	48.0	43.338863	-224.66294299999998
19.121899	40.0	43.33386	-232.65794
19.1419	32.0	43.310375	-240.63445499999997
19.1619	44.0	43.27783	-228.60190999999998
19.181898	52.0	43.251038	-220.57511799999997
19.201899	44.0	43.241383	-228.56546299999997
19.221899	32.0	43.261433	-240.585513
19.2419	40.0	43.334507	-232.65858699999998
19.2619	32.0	43.360615	-240.68469499999998
19.281898	38.0	43.409134	-234.73321399999998
19.301899	36.0	43.4882	-236.81228
19.3219	28.0	43.55753	-244.88160999999997
19.3419	44.0	43.66502	-228.98909999999998
19.361898	36.0	43.7991	-237.12318
19.381899	42.0	43.96815	-231.29223
19.4019	38.0	44.167274	-235.49135399999997
19.4219	44.0	44.401394	-229.725474
19.441898	36.0	44.689835	-238.013915
19.461899	36.0	45.059692	-238.38377199999996
19.4819	42.0	45.539665	-232.863745
19.5019	48.0	46.165195	-227.48927499999996
19.521898	42.0	46.978783	-234.30286299999997
19.541899	48.0	48.031906	-229.35598599999997
19.5619	52.0	49.381336	-226.70541599999999
19.5819	52.0	51.066875	-228.390955
19.601898	40.0	53.060272	-242.38435199999998
19.621899	56.0	55.185246	-228.509326
19.6419	64.0	57.02841	-222.35249
19.6619	44.0	57.917034	-243.24111399999998
19.681898	52.0	57.256317	-234.58039699999998
19.701899	48.0	55.28793	-236.61201
19.721899	50.0	52.822792	-232.14687199999997
19.7419	40.0	50.405212	-239.729292
19.7619	56.0	48.44438	-221.76845999999998
19.781898	54.0	47.14695	-222.47102999999998
19.801899	36.0	46.46168	-239.78575999999998
19.8219	42.0	46.25497	-233.57905
19.8419	44.0	46.41392	-231.73799999999997
19.861898	42.0	46.86335	-234.18742999999998
19.881899	42.0	47.541054	-234.86513399999998
19.9019	46.0	48.351128	-231.675208
19.9219	38.0	49.112053	-240.43613299999998
19.941898	40.0	49.526558	-238.85063799999998
19.961899	40.0	49.2855	-238.60958
19.9819	44.0	48.40583	-233.72991
20.0019	44.0	47.24915	-232.57322999999997
20.021898	30.0	46.039337	-245.36341699999997
20.041899	40.0	44.98884	-234.31292
20.0619	46.0	44.21684	-227.54091999999997
20.0819	38.0	43.69722	-235.0213
20.101898	36.0	43.373394	-236.69747399999997
20.121899	40.0	43.178864	-232.50294399999999
20.1419	40.0	43.06552	-232.38959999999997
20.1619	28.0	43.003757	-244.327837
20.181898	34.0	42.977375	-238.30145499999998
20.201899	54.0	42.9782	-218.30228
20.221899	38.0	43.0024	-234.32647999999998
20.2419	36.0	43.048553	-236.37263299999998
20.2619	42.0	43.11686	-230.44093999999998
20.281898	50.0	43.209	-222.53307999999998
20.301899	42.0	43.32846	-230.65254
20.3219	38.0	43.48132	-234.80539999999996
20.3419	38.0	43.67756	-235.00163999999998
20.361898	44.0	43.933453	-229.25753299999997
20.381899	44.0	44.286472	-229.61055199999998
20.4019	48.0	44.63013	-225.95421
20.4219	50.0	45.05289	-224.37696999999997
20.441898	46.0	45.563473	-228.88755299999997
20.461899	50.0	46.119392	-225.44347199999999
20.4819	46.0	46.761703	-230.085783
20.5019	46.0	47.505844	-230.82992399999998
20.521898	46.0	48.374886	-231.69896599999998
20.541899	50.0	49.39942	-228.72349999999997
20.5619	58.0	50.61714	-221.94122
20.5819	52.0	52.0741	-229.39817999999997
20.601898	60.0	53.82716	-223.15123999999997
20.621899	54.0	55.94747	-231.27155
20.6419	52.0	58.524998	-235.84907799999996
20.6619	62.0	61.67451	-228.99858999999998
20.681898	54.0	65.54353	-240.86760999999998
20.701899	76.0	70.32317	-223.64724999999999
20.721899	82.0	76.26311	-223.58718999999996
20.7419	72.0	83.69289	-241.01697
20.7619	80.0	93.05205	-242.37613
20.781898	100.0	104.92935	-234.25342999999998
20.801899	94.0	120.0962	-255.42028
20.8219	146.0	139.47537	-222.79944999999998
20.8419	126.0	163.91077	-267.23485
20.861898	172.0	193.55444	-250.87851999999998
20.881899	214.0	226.7818	-242.10587999999998
20.9019	222.0	258.79123	-266.11530999999997
20.9219	230.0	280.5094	-279.83348
20.941898	228.0	280.6864	-282.01048
20.961899	226.0	256.38165	-259.70572999999996
20.9819	182.0	218.72	-266.04408
21.0019	172.0	177.91269	-235.23676999999998
21.021898	118.0	139.96127	-251.28535
21.041899	90.0	109.96694	-249.29101999999997
21.0619	70.0	89.102776	-248.426856
21.0819	66.0	75.54164	-238.86571999999998
21.101898	74.0	66.93092	-222.255
21.121899	68.0	61.391766	-222.71584599999997
21.1419	62.0	57.681778	-225.005858
21.1619	48.0	55.073715	-236.39779499999997
21.181898	52.0	53.168888	-230.492968
21.201899	46.0	51.746838	-235.07091799999998
21.221899	52.0	50.67963	-228.00370999999998
21.2419	48.0	49.88857	-231.21265
21.2619	46.0	49.322716	-232.646796
21.281898	46.0	48.950085	-232.27416499999998
21.301899	44.0	48.75256	-234.07664
21.3219	44.0	48.722332	-234.04641199999998
21.3419	58.0	48.86002	-220.18409999999997
21.361898	48.0	49.17322	-230.4973
21.381899	44.0	49.686104	-235.01018399999998
21.4019	48.0	50.420822	-231.74490199999997
21.4219	48.0	51.414978	-232.73905799999997
21.441898	50.0	52.723255	-232.04733499999998
21.461899	52.0	54.413918	-231.73799799999998
21.4819	70.0	56.58054	-215.90461999999997
21.5019	46.0	59.348476	-242.672556
21.521898	58.0	62.88672	-234.21079999999998
21.541899	62.0	67.42382	-234.7479
21.5619	64.0	73.26282	-238.58689999999999
21.5819	58.0	80.77362	-252.09769999999997
21.601898	88.0	90.31192	-231.63599999999997
21.621899	94.0	101.99166	-237.31573999999998
21.6419	106.0	115.26933	-238.59340999999998
21.6619	104.0	128.38985	-253.71392999999998
21.681898	124.0	137.90541	-243.22948999999997
21.701899	130.0	139.23557	-238.55964999999998
21.721899	118.0	130.59044	-241.91451999999998
21.7419	120.0	116.016624	-225.34070399999996
21.7619	66.0	99.851685	-263.17576499999996
21.781898	68.0	84.347046	-245.671126
21.801899	70.0	71.61941	-230.94349
21.8219	46.0	62.530678	-245.85475799999998
21.8419	64.0	56.54247	-221.86655
21.861898	46.0	52.7325	-236.05658
21.881899	56.0	50.307632	-223.631712
21.9019	36.0	48.718723	-242.042803
21.9219	52.0	47.633083	-224.95716299999998
21.941898	36.0	46.866104	-240.190184
21.961899	42.0	46.318146	-233.642226
21.9819	44.0	45.933517	-231.25759699999998
22.0019	48.0	45.679195	-227.00327499999997
22.021898	40.0	45.535328	-234.85940799999997
22.041899	54.0	45.49123	-220.81530999999998
22.0619	58.0	45.54358	-216.86765999999997
22.0819	40.0	45.695156	-235.01923599999998
22.101898	46.0	45.952705	-229.276785
22.121899	52.0	46.321117	-223.645197
22.1419	34.0	46.79942	-242.12349999999998
22.1619	46.0	47.38597	-230.71004999999997
22.181898	44.0	48.08656	-233.41063999999997
22.201899	50.0	48.912777	-228.236857
22.221899	48.0	49.881462	-231.20554199999998
22.2419	54.0	51.016846	-226.34092599999997
22.2619	56.0	52.349873	-225.67395299999998
22.281898	60.0	53.91777	-223.24184999999997
22.301899	54.0	55.764965	-231.08904499999997
22.3219	58.0	57.944942	-229.26902199999998
22.3419	60.0	60.522877	-229.84695699999997
22.361898	66.0	63.579178	-226.903258
22.381899	76.0	67.21446	-220.53853999999998
22.4019	64.0	71.55659	-236.88066999999998
22.4219	68.0	76.77125	-238.09533
22.441898	78.0	83.077995	-234.40207499999997
22.461899	96.0	90.77502	-224.09909999999996
22.4819	94.0	100.27521	-235.59929
22.5019	102.0	112.14967	-239.47375
22.521898	130.0	127.148636	-226.472716
22.541899	142.0	146.11441	-233.43848999999997
22.5619	162.0	169.63808	-236.96215999999998
22.5819	192.0	197.32466	-234.64873999999998
22.601898	196.0	226.68416	-260.00824
22.621899	202.0	251.89871	-279.22279
22.6419	204.0	263.55215	-288.87622999999996
22.6619	220.0	253.63646	-262.96054
22.681898	208.0	226.05524	-247.37931999999998
22.701899	190.0	191.55458	-230.87865999999997
